"#OTU ID	",Kingdom,Phylum,Class,Order,Family,Genus,,
"OTU692	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU693	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU694	",Bacteria,Bacteroidetes,,,,,,
"OTU695	",Bacteria,,,,,,,
"OTU696	",Bacteria,,,,,,,
"OTU697	",Bacteria,Firmicutes,,,,,,
"OTU698	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU699	",Bacteria,,,,,,,
"OTU700	",Bacteria,,,,,,,
"OTU701	",Bacteria,Firmicutes,,,,,,
"OTU702	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU703	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU704	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU705	",Bacteria,,,,,,,
"OTU706	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU707	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,,
"OTU708	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU709	",Bacteria,,,,,,,
"OTU710	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU711	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU712	",Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,,
"OTU713	",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,
"OTU714	",Bacteria,,,,,,,
"OTU715	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU716	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU717	",Bacteria,Firmicutes,,,,,,
"OTU718	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU719	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU720	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU721	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU722	",Bacteria,Firmicutes,,,,,,
"OTU723	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU724	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU725	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU726	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU727	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU728	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU729	",Bacteria,,,,,,,
"OTU730	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU731	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU732	",Bacteria,,,,,,,
"OTU733	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU734	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU735	",Bacteria,,,,,,,
"OTU736	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU737	",Bacteria,,,,,,,
"OTU738	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU739	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU740	",Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Empedobacter,,
"OTU741	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU742	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU743	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU744	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU745	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU746	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU747	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU748	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU749	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU750	",Bacteria,,,,,,,
"OTU751	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU752	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU753	",Bacteria,,,,,,,
"OTU754	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU755	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU756	",Bacteria,Firmicutes,,,,,,
"OTU757	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU758	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU759	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU760	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU761	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU762	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU763	",Bacteria,,,,,,,
"OTU764	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU765	",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,,
"OTU766	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU767	",Bacteria,Firmicutes,,,,,,
"OTU768	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,
"OTU769	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU770	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU771	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU772	",Bacteria,,,,,,,
"OTU773	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU774	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,
"OTU775	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU776	",Bacteria,,,,,,,
"OTU777	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU778	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,,
"OTU779	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU780	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU781	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU782	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU783	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU784	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU785	",Bacteria,Firmicutes,,,,,,
"OTU786	",Bacteria,Firmicutes,,,,,,
"OTU787	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU788	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU789	",Bacteria,Firmicutes,,,,,,
"OTU790	",Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,
"OTU791	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU792	",Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Gp4,,
"OTU793	",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,
"OTU794	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,
"OTU795	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU796	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU797	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU798	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU799	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XI,Parvimonas,,
"OTU800	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU801	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU802	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU803	",Bacteria,Firmicutes,,,,,,
"OTU804	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU805	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU806	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU807	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU808	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU809	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU810	",Bacteria,Bacteroidetes,,,,,,
"OTU811	",Bacteria,,,,,,,
"OTU812	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU813	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU814	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU815	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU816	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU817	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU818	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU819	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU820	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU821	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU822	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU823	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU824	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
"OTU825	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU826	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU827	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Frankineae,Kineosporiaceae,Kineosporia
"OTU828	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU829	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU830	",Bacteria,,,,,,,
"OTU831	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU832	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU833	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU834	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU835	",Bacteria,Bacteroidetes,,,,,,
"OTU836	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,
"OTU837	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,
"OTU838	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU839	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU840	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU841	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU842	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU843	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU844	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU845	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU846	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU847	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU848	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU849	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU850	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU851	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU852	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU853	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU854	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU855	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU856	",Bacteria,,,,,,,
"OTU857	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU858	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,,
"OTU859	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Collinsella
"OTU860	",Bacteria,,,,,,,
"OTU861	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU862	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU863	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU864	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU865	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU866	",Bacteria,Firmicutes,,,,,,
"OTU867	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU868	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU869	",Bacteria,Firmicutes,,,,,,
"OTU870	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU871	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU872	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU873	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU874	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU875	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU876	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU877	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,
"OTU878	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU879	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU880	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU881	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,
"OTU882	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU883	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU884	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU885	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU886	",Bacteria,,,,,,,
"OTU887	",Bacteria,,,,,,,
"OTU888	",Bacteria,,,,,,,
"OTU889	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Rathayibacter
"OTU890	",Bacteria,,,,,,,
"OTU891	",Bacteria,,,,,,,
"OTU892	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU893	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU894	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU895	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU896	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU897	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU898	",Bacteria,Bacteroidetes,,,,,,
"OTU899	",Bacteria,Firmicutes,,,,,,
"OTU900	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU901	",Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,
"OTU902	",Bacteria,,,,,,,
"OTU903	",Bacteria,,,,,,,
"OTU904	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU905	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU906	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU907	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU908	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU909	",Bacteria,,,,,,,
"OTU910	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU911	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU912	",Bacteria,,,,,,,
"OTU913	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU914	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU915	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU916	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU917	",Bacteria,,,,,,,
"OTU918	",Bacteria,,,,,,,
"OTU919	",Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,,,,
"OTU920	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU921	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU922	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU923	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU924	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU925	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,
"OTU926	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU927	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU928	",Bacteria,,,,,,,
"OTU929	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU930	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU931	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU932	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU933	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU934	",Bacteria,,,,,,,
"OTU935	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU936	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU937	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Collinsella
"OTU938	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU939	",Bacteria,,,,,,,
"OTU940	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU941	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU942	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU943	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU944	",Bacteria,Firmicutes,,,,,,
"OTU945	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU946	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU947	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,
"OTU948	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU949	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU950	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU951	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU952	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU953	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU954	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU955	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU956	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU957	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU958	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU959	",Bacteria,,,,,,,
"OTU960	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU961	",Bacteria,Firmicutes,,,,,,
"OTU962	",Bacteria,,,,,,,
"OTU963	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU964	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU965	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU966	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU967	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU968	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU969	",Bacteria,,,,,,,
"OTU970	",Bacteria,,,,,,,
"OTU971	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU972	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,
"OTU973	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU974	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU975	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU976	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU977	",Bacteria,,,,,,,
"OTU978	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU979	",Bacteria,,,,,,,
"OTU980	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU981	",Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,,
"OTU982	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU983	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,
"OTU984	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU985	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,
"OTU986	",Bacteria,,,,,,,
"OTU987	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU988	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU989	",Bacteria,,,,,,,
"OTU990	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU991	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU992	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU993	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU994	",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,
"OTU995	",Bacteria,,,,,,,
"OTU996	",Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Gp6,,
"OTU997	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU998	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU999	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU1000	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU1001	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU1002	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
